Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2015-04-13,81.93,83.94,81.92,83.01,26883000
2015-04-14,83.17,83.69,82.44,83.51,19634100
2015-04-15,83.55,83.66,82.27,82.71,22373847
2015-04-16,82.46,83.07,82.15,82.31,13769687
2015-04-17,81.48,82.11,80.37,80.78,24214900
2015-04-20,81.54,83.15,81.24,83.09,28796759
2015-04-21,84,84.49,83.54,83.62,27129412
2015-04-22,84.32,84.74,83.65,84.63,45462634
2015-04-23,84.1,85.59,82.41,82.41,73728000
2015-04-24,82.77,82.94,81.48,81.53,29660300
2015-04-27,81.87,82.93,81.63,81.91,25446000
2015-04-28,81.83,81.9,80.23,80.68,23775300
2015-04-29,80.01,81.39,79.52,80.46,26430200
2015-04-30,80.01,80.96,78.32,78.77,28999000
2015-05-01,79.24,79.76,78.11,78.99,24136300
2015-05-04,79.33,79.69,78.63,78.81,14691900
2015-05-05,78.55,78.8,77.22,77.56,22311300
2015-05-06,77.97,78.81,77.05,78.1,28645684
2015-05-07,77.99,78.94,77.56,78.43,19744105
2015-05-08,79.1,79.23,78.03,78.51,19943500
2015-05-11,78.48,79.03,77.93,78.01,18874000
2015-05-12,77.87,77.89,76.79,77.46,21285310
2015-05-13,77.72,78.53,77.65,78.44,21512300
2015-05-14,78.94,81.85,78.67,81.37,49437900
2015-05-15,81.41,81.52,80.18,80.42,27066684
2015-05-18,80.33,81.38,80.23,80.88,21604070
2015-05-19,81.26,81.69,80.55,80.63,17955300
2015-05-20,80.23,81.1,79.46,80.55,23056900
2015-05-21,80.19,80.92,80.08,80.48,13402700
2015-05-22,80.35,81.31,80.25,80.54,19567900
2015-05-26,80.43,80.6,79.08,79.33,16308997
2015-05-27,79.6,80.66,79.43,80.55,14160800
2015-05-28,80.25,81.07,80,80.14,11980313
2015-05-29,79.94,80.07,78.88,79.19,16134500
2015-06-01,79.3,80.38,78.66,80.29,18119012
2015-06-02,79.76,81.35,79.56,80.44,18914095
2015-06-03,81.35,82.53,81.25,82.44,31774900
2015-06-04,82.14,82.95,81.51,82.05,20863800
2015-06-05,81.9,82.46,81.51,82.14,16143000
2015-06-08,81.85,82,80.13,80.67,16915400
2015-06-09,80.63,81.19,79.32,80.67,16497541
2015-06-10,80.83,82.6,80.81,82.16,21524666
2015-06-11,82.31,82.9,81.36,81.83,18656811
2015-06-12,81.37,82.09,81.2,81.53,11401000
2015-06-15,80.55,80.93,80.07,80.71,18805000
2015-06-16,80.82,81.51,80.45,81.06,13693600
2015-06-17,81.75,82.22,81.34,81.79,18350200
2015-06-18,81.58,83.19,81.57,82.9,26782500
2015-06-19,82.88,82.98,82.12,82.51,23353100
2015-06-22,83.45,84.97,83.31,84.74,29383000
2015-06-23,84.95,87.97,84.76,87.88,50667850
2015-06-24,87.66,89.25,87.45,88.86,41370200
2015-06-25,89.26,89.4,87.83,87.98,27301900
2015-06-26,88.12,88.34,86.83,88.01,38214600
2015-06-29,86.61,87.5,85.73,85.8,35957800
2015-06-30,86.6,86.7,85.57,85.765,23233184
2015-07-01,86.77,87.95,86.49,86.91,25260000
2015-07-02,87.4,87.44,86.34,87.29,16908700
2015-07-06,86.49,88.18,86.39,87.55,24635900
2015-07-07,87.8,87.85,85.23,87.22,33059900
2015-07-08,86.29,86.75,85.44,85.65,24399300
2015-07-09,86.73,87.6,85.65,85.88,23307400
2015-07-10,87.35,88.22,86.77,87.95,23245800
2015-07-13,88.68,90.22,88.42,90.1,29976600
2015-07-14,90.42,90.8,89.65,89.68,26627849
2015-07-15,90,90.99,89.42,89.76,30876106
2015-07-16,90.28,90.86,89.77,90.85,21804000
2015-07-17,92.55,95.39,92.54,94.97,54001600
2015-07-20,95.85,98.6,95.36,97.91,54860500
2015-07-21,98.95,99.24,97.14,98.39,39453300
2015-07-22,96.68,97.58,95.92,97.04,28299500
2015-07-23,96.96,97.45,94.81,95.44,29418800
2015-07-24,97.35,97.76,95.88,96.95,33444900
2015-07-27,96.58,96.61,93.83,94.17,38585300
2015-07-28,94.84,95.56,93.31,95.29,35235900
2015-07-29,96.32,97.28,94.74,96.99,64648300
2015-07-30,94.91,95.81,91.8,95.21,86211296
2015-07-31,94.95,96.33,93.95,94.01,46509000
2015-08-03,93.53,95.08,92.8,94.14,29343112
2015-08-04,93.79,94.73,93.33,94.06,20136000
2015-08-05,95.25,97.09,95.18,96.44,29813100
2015-08-06,97.18,98.74,94.42,95.12,42254094
2015-08-07,95.38,95.4,93.61,94.3,23199100
2015-08-10,95.68,95.9,93.63,94.15,21624100
2015-08-11,93.73,94.76,92.9,93.62,22468895
2015-08-12,92.7,94.44,91.19,94.19,27120300
2015-08-13,94.05,94.73,93.35,93.43,17451700
2015-08-14,93.54,94.72,93.21,94.42,15929600
2015-08-17,94.42,94.46,93.39,93.93,18313500
2015-08-18,94.08,95.85,94.04,95.17,22278800
2015-08-19,94.63,96.1,94.16,95.31,23251200
2015-08-20,93.54,94.77,90.46,90.56,44598200
2015-08-21,87.52,89.18,85.61,86.06,62778600
2015-08-24,77.03,87.14,72,82.09,83710719
2015-08-25,86.95,87.67,83,83,52021200
2015-08-26,85.95,87.46,83.26,87.19,45124300
2015-08-27,89.1,90.06,87.19,89.73,42431300
2015-08-28,89.88,91.48,89.79,91.01,33215800
2015-08-31,90.6,91.05,88.89,89.43,32850600
2015-09-01,86.85,89.39,86.5,87.23,36097300
2015-09-02,88.81,89.89,87.63,89.89,27190500
2015-09-03,89.76,89.82,87.73,88.15,27048100
2015-09-04,87.2,88.39,86.7,88.26,27328600
2015-09-08,89.69,90.24,88.83,89.53,27012500
2015-09-09,90.78,91.98,90.17,90.44,32551100
2015-09-10,90.07,92.06,89.63,91.98,26424134
2015-09-11,91.68,92.08,91.13,92.05,21185000
2015-09-14,92.31,92.62,91.6,92.31,20127800
2015-09-15,92.37,93.25,91.79,92.9,18859300
2015-09-16,92.9,93.6,92.63,93.45,16321100
2015-09-17,93.37,95.51,92.9,94.34,27841803
2015-09-18,93.2,95.19,93.05,94.4,62299900
2015-09-21,94.62,96.49,94.52,95.55,28789900
2015-09-22,93.77,94.68,91.92,92.96,36888800
2015-09-23,93.4,94.32,92.8,93.97,21701400
2015-09-24,93.06,94.76,92.24,94.41,29093197
2015-09-25,95.79,95.85,92.06,92.77,28961600
2015-09-28,92.08,92.29,88.18,89.21,41199862
2015-09-29,89.1,90.06,85.72,86.67,42281800
2015-09-30,88.44,90.02,88.01,89.9,36169100
2015-10-01,90.05,90.95,88.36,90.95,29283600
2015-10-02,88.9,92.2,88.37,92.07,37881600
2015-10-05,92.94,94.27,92.66,94.01,27285178
2015-10-06,94.08,94.17,92.34,92.8,22488200
2015-10-07,93.11,93.66,91.37,92.4,24129200
2015-10-08,91.89,93.22,90.47,92.47,27290500
2015-10-09,92.9,93.74,92.24,93.24,19982600
2015-10-12,93.32,94.6,92.67,94.26,18430431
2015-10-13,93.66,95.37,93.55,94.12,19480300
2015-10-14,94.08,95.2,93.61,94.07,19253300
2015-10-15,94.99,96.3,94.9,95.96,27557500
2015-10-16,96.18,97.59,95.35,97.54,25412800
2015-10-19,97.18,98.57,96.92,98.47,23729900
2015-10-20,98.73,99.59,96.56,97,26651756
2015-10-21,97.37,98.18,96.47,97.11,22003700
2015-10-22,97.79,99.73,97.55,99.67,26392000
2015-10-23,101.91,102.85,100.16,102.19,42809600
2015-10-26,102.2,103.81,101.55,103.77,25961200
2015-10-27,102.94,104.1,102.4,103.7,23795400
2015-10-28,103.9,104.48,102.92,104.2,24081500
2015-10-29,103.96,105.12,103.52,104.88,20316600
2015-10-30,104.51,104.72,101.65,101.97,33487100
2015-11-02,102.46,103.47,101.18,103.31,24003944
2015-11-03,103.22,103.65,102.4,102.58,21242300
2015-11-04,103.19,104.14,102.48,103.94,43288147
2015-11-05,108.8,110.65,107.95,108.76,63232800
2015-11-06,108.04,108.74,105.91,107.1,35084300
2015-11-09,107,108.25,105.86,106.49,26383540
2015-11-10,105.96,108.15,105.24,107.91,25031600
2015-11-11,108.27,109.87,107.11,109.01,25057100
2015-11-12,108.48,109.39,108,108.02,20924600
2015-11-13,107.71,108.25,103.83,103.95,30278400
2015-11-16,103.32,104.17,100.47,104.04,49309100
2015-11-17,104.62,106.2,104.14,105.13,26807200
2015-11-18,105.8,107.88,105.39,107.77,23836500
2015-11-19,107.36,107.73,105.95,106.26,25520500
2015-11-20,106.84,107.87,106.62,107.32,22129600
2015-11-23,107.19,107.47,106.08,106.95,19897200
2015-11-24,106,106.49,104.39,105.74,23573600
2015-11-25,106.33,106.6,105.1,105.41,15150700
2015-11-27,105.78,105.96,104.86,105.45,5913000
2015-11-30,105.84,106.1,103.75,104.24,20383100
2015-12-01,104.83,107.15,104.5,107.12,22781868
2015-12-02,107,107.92,105.79,106.07,24418950
2015-12-03,106.27,106.85,103.35,104.38,23235094
2015-12-04,104.81,107.73,104.11,106.18,21224700
2015-12-07,106.48,106.83,104.66,105.61,15474800
2015-12-08,104,106.91,103.95,106.49,20401791
2015-12-09,106.18,106.44,103.55,104.6,23517200
2015-12-10,105.05,106.4,104.41,105.42,17454300
2015-12-11,104.15,104.34,101.91,102.12,26427700
2015-12-14,102.29,104.74,101.46,104.66,24805611
2015-12-15,105.3,105.8,104.28,104.55,21764300
2015-12-16,105.37,107.09,104.19,106.79,22680500
2015-12-17,107.49,107.75,106.13,106.22,21675600
2015-12-18,106.08,106.59,103.97,104.04,35994200
2015-12-21,104.91,105.15,103.6,104.77,16138700
2015-12-22,105.22,105.66,104.81,105.51,14596980
2015-12-23,105.89,106.11,103.86,104.63,19599600
2015-12-24,104.74,105.32,104.5,105.02,6512134
2015-12-28,105.02,105.98,104.53,105.93,13069733
2015-12-29,106.42,107.74,106.25,107.26,17179901
2015-12-30,107,107.25,106.06,106.22,12365917
2015-12-31,106,106.17,104.62,104.66,15798825
2016-01-04,101.95,102.24,99.75,102.22,36457725
2016-01-05,102.89,103.71,101.665,102.73,22158072
2016-01-06,101.13,103.77,100.9,102.97,23477695
2016-01-07,100.5,101.43,97.3,97.92,42002738
2016-01-08,99.88,100.5,97.0311,97.33,34686863
2016-01-11,97.91,98.6,95.39,97.51,29932385
2016-01-12,99,99.96,97.55,99.37,27799243
2016-01-13,100.58,100.58,95.21,95.44,32167766
2016-01-14,95.85,98.87,92.45,98.37,47470019
2016-01-15,93.98,96.38,93.54,94.97,45267899
2016-01-19,96.53,97.42,93.92,95.26,30998200
2016-01-20,92.83,95,89.37,94.35,58156825
2016-01-21,94.91,95.99,92.62,94.16,28533409
2016-01-22,96.41,98.07,95.49,97.94,29873307
2016-01-25,98.72,99.48,96.93,97.01,30515670
2016-01-26,97.76,97.88,95.66,97.34,26250913
2016-01-27,97.79,97.85,94.23,94.45,37785696
2016-01-28,107.2,110.34,104.81,109.11,104792617
2016-01-29,108.99,112.84,108.84,112.15,56383368
2016-02-01,112.27,115.72,112.01,115.09,44190033
2016-02-02,114.8,117.59,113.2,114.61,57930749
2016-02-03,115.27,115.341,109.75,112.69,56244009
2016-02-04,111.8,111.94,109.25,110.49,37170987
2016-02-05,109.51,109.58,103.18,104.07,75806844
2016-02-08,100.41,102.68,97.46,99.75,68294726
2016-02-09,97.14,102.4,96.82,99.54,59466330
2016-02-10,101.55,103.25,100.24,101,42540500
2016-02-11,99.6,105.11,98.88,101.91,40814511
2016-02-12,103.74,104.24,101.09,102.01,34586908
2016-02-16,103.8,103.93,100.24,101.61,44124175
2016-02-17,101.94,105.72,100.4,105.2,41768757
2016-02-18,105.8,106,103.03,103.47,28720630
2016-02-19,102.55,105.02,102.06,104.57,31728334
2016-02-22,105.49,108.25,105.34,107.16,34908380
2016-02-23,106.85,107.47,105.12,105.46,23974359
2016-02-24,104.21,106.95,102.74,106.88,33197606
2016-02-25,107.11,108.07,105.61,108.07,28272942
2016-02-26,108.7,109.45,107.16,107.92,25573425
2016-02-29,107.6,108.91,106.75,106.93,22727814
2016-03-01,107.83,109.82,107.6,109.82,23852557
2016-03-02,109.68,110.55,108.77,109.95,25225236
2016-03-03,110.25,110.3,108.54,109.58,19947063
2016-03-04,110.05,110.05,107.93,108.39,24624609
2016-03-07,108.07,108.07,104.72,105.73,30915125
2016-03-08,104.78,107.37,104.4,105.93,23965993
2016-03-09,106.7,107.51,105.49,107.51,19277341
2016-03-10,107.91,108.66,105.77,107.32,24854284
2016-03-11,108.48,109.42,107.92,109.41,19358337
2016-03-14,109.28,110.33,108.77,109.89,17249365
2016-03-15,109.11,110.83,108.84,110.67,17618460
2016-03-16,110.49,112.5,110.1,112.18,24744778
2016-03-17,112.15,112.69,110.73,111.02,24241247
2016-03-18,111.56,112.42,110.27,111.45,36256877
2016-03-21,111.66,112.37,111.03,111.85,18447974
2016-03-22,111.36,112.88,111.17,112.25,19001076
2016-03-23,112.01,113.19,112,112.54,18561974
2016-03-24,112.13,113.09,111.68,113.05,17839119
2016-03-28,113.32,114.589,112.95,113.69,20699128
2016-03-29,113.83,116.32,113.64,116.14,29108559
2016-03-30,116.73,116.99,114.355,114.7,31192454
2016-03-31,114.7,115.01,113.768,114.1,19960735
2016-04-01,113.75,116.17,113.35,116.06,22961856
2016-04-04,114.07,114.55,111.61,112.55,45682708
2016-04-05,112.11,113.32,111.9,112.22,21174984
2016-04-06,112.47,113.81,112.42,113.71,20139864
2016-04-07,113.79,114.89,113.066,113.64,19881777
2016-04-08,114.25,114.33,109.9,110.63,46452017
2016-04-11,110.7,110.91,108.77,108.99,38346184
2016-04-12,109.34,111.165,108.99,110.61,24563887
2016-04-13,112.23,112.65,106.52,110.51,87525148
2016-04-14,110.62,112.04,110.26,110.84,27480494
2016-04-15,110.79,110.97,109.2,109.64,19290432
2016-04-18,109.74,110.81,109.2,110.45,20736964
2016-04-19,111.1,112.45,109.16,112.29,29684368
2016-04-20,112.43,113.27,111.56,112.42,19725580
2016-04-21,112.55,114.04,112.31,113.44,19384954
2016-04-22,111.21,111.75,109.01,110.56,37466447
2016-04-25,109.87,110.67,109.07,110.1,18949986
2016-04-26,110.49,110.5,108.15,108.76,21501807
2016-04-27,107.94,108.94,106.31,108.94,32605121
2016-04-28,119.575,120.79,116.23,116.73,84754866
2016-04-29,116.82,117.84,115.84,117.58,35433823
2016-05-02,117.83,118.73,116.57,118.57,27469776
2016-05-03,117.52,118.16,117.02,117.43,22006354
2016-05-04,116.61,118.3,116.57,118.06,22760355
2016-05-05,118.04,118.98,117.25,117.81,21361109
2016-05-06,117.16,119.637,117.113,119.48,24431427
2016-05-09,119.54,120.28,118.9,119.24,19240753
2016-05-10,119.62,120.5,119,120.5,21991478
2016-05-11,120.41,121.08,119.42,119.53,21122585
2016-05-12,119.98,120.84,118.9,120.28,20956866
2016-05-13,120.38,120.64,119.68,119.81,16785870
2016-05-16,119.38,119.61,117.35,118.66,28160409
2016-05-17,118.82,119.01,117.2,117.35,19257253
2016-05-18,116.8,118.27,116.73,117.65,19804174
2016-05-19,117.05,117.49,115.88,116.81,20189311
2016-05-20,116.96,117.99,116.95,117.35,16593188
2016-05-23,117.42,117.6,115.94,115.97,19563828
2016-05-24,116.24,117.73,116.12,117.69,18479348
2016-05-25,118.13,118.665,117.38,117.89,18723596
2016-05-26,118.24,119.76,117.92,119.47,17816124
2016-05-27,119.56,119.85,119.01,119.38,12556022
2016-05-31,119.46,120.1,118.121,118.84,17531765
2016-06-01,118.5,119.08,117.82,118.78,13896919
2016-06-02,118.69,119.44,118.22,118.93,12648836
2016-06-03,118.975,118.98,117.86,118.47,13221274
2016-06-06,118.62,119.43,118.36,118.79,12370713
2016-06-07,119.24,119.3,117.67,117.76,16357512
2016-06-08,117.76,118.6,117.27,118.39,13538374
2016-06-09,118.13,118.68,117.71,118.56,12160865
2016-06-10,117.54,118.11,116.26,116.62,17165181
2016-06-13,115,115.48,113.31,113.95,30974633
2016-06-14,114.07,114.95,113.58,114.93,16768112
2016-06-15,115.3,115.44,114.07,114.6,17805166
2016-06-16,113.87,114.5,112.94,114.39,18772671
2016-06-17,114.42,114.43,112.56,113.02,22159389
2016-06-20,113.77,114.72,112.75,113.37,19987694
2016-06-21,114.12,115.214,113.97,114.38,18405746
2016-06-22,114.65,114.74,113.61,113.91,13397233
2016-06-23,114.37,115.09,113.54,115.08,14698375
2016-06-24,111.01,113.68,111,112.08,37632693
2016-06-27,111.57,111.57,108.23,108.97,35342587
2016-06-28,110.63,112.75,110.55,112.7,25711141
2016-06-29,113.37,114.25,113.04,114.16,20085792
2016-06-30,114.67,115.18,113.67,114.28,22305802
2016-07-01,114.2,115.13,113.81,114.19,13754112
2016-07-05,113.94,114.25,112.97,114.2,14068252
2016-07-06,113.36,116.79,112.97,116.7,22079562
2016-07-07,116.63,116.97,115.36,115.85,16253926
2016-07-08,116.43,117.5,115.85,117.24,17609821
2016-07-11,117.71,118.7,117.5,117.87,16960490
2016-07-12,118.63,118.72,117.57,117.93,14878483
2016-07-13,118.39,118.4,116.68,116.78,15069957
2016-07-14,117.5,117.64,116.7,117.29,13942329
2016-07-15,117.74,118.28,116.58,116.86,15362140
2016-07-18,117.32,119.61,116.89,119.37,19162315
2016-07-19,118.99,120.85,118.66,120.61,20978937
2016-07-20,121.25,122.2,120.56,121.92,17958095
2016-07-21,121.92,122.1,120.25,120.61,17149312
2016-07-22,119.9,121.01,119.31,121,17606557
2016-07-25,121.39,121.85,117.78,121.63,17893874
2016-07-26,122,122.07,120.75,121.22,15483870
2016-07-27,122.42,125,121.51,123.34,38925756
2016-07-28,127.52,128.33,123.63,125,77533490
2016-07-29,124.65,125.84,123.71,123.94,33402493
2016-08-01,123.85,124.58,122.86,124.31,23704434
2016-08-02,124.06,124.8,122.07,123.06,23075729
2016-08-03,123.09,123.92,122.31,122.51,17426472
2016-08-04,122.94,124.79,122.51,124.36,20430908
2016-08-05,124.98,125.835,124.618,125.15,19490136
2016-08-08,125.25,125.45,124.55,125.26,13324914
2016-08-09,125.34,126.09,124.53,125.06,19033204
2016-08-10,125.07,125.48,124.54,124.88,10060129
2016-08-11,125.2,125.38,124.75,124.9,11215038
2016-08-12,124.7,125,124.18,124.88,10831027
2016-08-15,124.91,124.92,123.7,123.9,18061032
2016-08-16,123.5,123.92,122.78,123.3,12355889
2016-08-17,123.66,124.38,122.85,124.37,12019206
2016-08-18,124.01,124.26,123.64,123.91,11209237
2016-08-19,123.6,124.157,123.28,123.56,11327086
2016-08-22,123.33,124.83,123.11,124.15,13765400
2016-08-23,124.51,125.09,124.25,124.37,11786264
2016-08-24,124.47,124.69,123.09,123.5,10885726
2016-08-25,123.12,124.37,123.1,123.89,9589471
2016-08-26,124.05,125.19,123.91,124.96,16942845
2016-08-29,124.35,126.73,124.35,126.54,15528793
2016-08-30,126.6,126.6,125.15,125.84,16858238
2016-08-31,125.6,126.22,125.1,126.12,12578233
2016-09-01,126.38,126.63,125.6,126.17,12773461
2016-09-02,126.85,126.86,126,126.51,10986111
2016-09-06,126.67,129.94,126.47,129.73,25151525
2016-09-07,130.04,131.98,129.95,131.05,27065870
2016-09-08,130.92,131.08,129.81,130.26,14015245
2016-09-09,129.71,129.949,127.1,127.1,24167023
2016-09-12,125.96,128.76,125.75,128.69,19805393
2016-09-13,128.03,128.35,126.66,127.22,16614635
2016-09-14,126.89,128.8,126.89,127.79,14492287
2016-09-15,127.98,129.1,127.67,128.34,13332478
2016-09-16,128.2,129.18,128.2,129.07,20593099
2016-09-19,129.91,129.94,128.26,128.65,12845439
2016-09-20,128.65,129.17,128.031,128.64,10917838
2016-09-21,129.13,130.005,128.39,129.93,12842422
2016-09-22,130.5,130.73,129.56,130.08,14040637
2016-09-23,127.56,128.6,127.3,127.96,27755417
2016-09-26,127.37,128.16,126.8,127.32,12864369
2016-09-27,127.61,129.01,127.43,128.71,14675207
2016-09-28,129.21,129.48,128.4,129.22,11184919
2016-09-29,129.18,129.29,127.55,128.09,14314782
2016-09-30,128.03,128.59,127.45,128.27,16765509
2016-10-03,128.38,129.09,127.8,128.77,12679294
2016-10-04,129.17,129.277,127.55,128.19,13054820
2016-10-05,128.25,128.8,127.83,128.47,11988090
2016-10-06,128.43,129.06,128.08,128.74,11261317
2016-10-07,129.04,129.25,128.33,128.99,11854190
2016-10-10,129.68,130.7,129.2,130.24,14364728
2016-10-11,130.23,130.64,128.23,128.86,16532844
2016-10-12,129.01,129.66,128.46,129.05,10031618
2016-10-13,128.21,128.25,126.75,127.82,16275856
2016-10-14,128.49,128.95,127.58,127.88,12155762
2016-10-17,128.2,128.47,127.32,127.54,9324668
2016-10-18,128.68,129.39,128.01,128.55,11354193
2016-10-19,128.74,130.47,128.6,130.11,16280046
2016-10-20,130.07,130.66,129.5,130,11920514
2016-10-21,129.78,132.13,129.7,132.07,17128014
2016-10-24,132.72,133.405,132.15,133.28,16953355
2016-10-25,133.5,133.5,132.22,132.29,13127657
2016-10-26,131.64,132.26,130.935,131.04,12722745
2016-10-27,131.74,131.8,129.27,129.69,15536810
2016-10-28,130.5,132.97,129.93,131.29,23976977
2016-10-31,132.01,132.12,130.884,130.99,15668982
2016-11-01,131.41,131.94,128.65,129.5,22077779
2016-11-02,130.23,130.23,126.28,127.17,50190225
2016-11-03,122,123.28,119.5,120,63766259
2016-11-04,119.59,121.93,119.25,120.75,30545466
2016-11-07,122.83,123.209,121.35,122.15,22059381
2016-11-08,122.03,124.61,121.54,124.22,18969525
2016-11-09,121.5,123.81,120.51,123.18,31385154
2016-11-10,123.93,124.18,115.27,120.8,67261880
2016-11-11,119.53,120.7,118.15,119.02,32628312
2016-11-14,119.126,119.126,113.554,115.08,51377040
2016-11-15,116.73,118.49,115.83,117.2,34681369
2016-11-16,114.48,117.88,114.21,116.34,31626984
2016-11-17,116.81,117.79,116.01,117.79,18048145
2016-11-18,118.39,119.13,116.84,117.02,20838935
2016-11-21,118.2,121.95,117.8,121.77,34973710
2016-11-22,122.4,122.98,120.9,121.47,25199699
2016-11-23,121.23,121.31,119.94,120.84,15225934
2016-11-25,121.01,121.14,120.07,120.38,8377000
2016-11-28,120.12,121.69,119.82,120.41,17770987
2016-11-29,120.57,122.1,120.4,120.87,18391285
2016-11-30,120.32,121.79,117.95,118.42,29469197
2016-12-01,118.38,118.45,114,115.07,42264678
2016-12-02,115.11,116.48,114.3,115.4,24760728
2016-12-05,115.95,117.57,115.07,117.43,19888045
2016-12-06,117.69,117.795,116.33,117.31,18622760
2016-12-07,117,117.95,116.57,117.95,20901316
2016-12-08,117.98,119.5,117.64,118.9,21582988
2016-12-09,119.22,119.94,118.95,119.68,17072509
2016-12-12,119.22,119.24,117.65,117.77,17505048
2016-12-13,117.86,121.52,117.61,120.31,29298619
2016-12-14,120,121.69,118.85,120.21,24883781
2016-12-15,120.08,122.5,119.63,120.57,19732859
2016-12-16,120.9,121.5,119.27,119.87,22485153
2016-12-19,119.85,120.36,118.51,119.24,15572236
2016-12-20,119.5,119.77,118.8,119.09,12979524
2016-12-21,118.92,119.2,118.48,119.04,10606673
2016-12-22,118.86,118.99,116.93,117.4,14879201
2016-12-23,117,117.56,116.3,117.27,10618460
2016-12-27,116.96,118.68,116.864,118.01,11914644
2016-12-28,118.19,118.25,116.65,116.92,11180146
2016-12-29,117,117.531,116.06,116.35,9701933
2016-12-30,116.595,116.83,114.774,115.05,18684106
